Script,subject,Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy
LT,4,1,6.997184398081395,0.0014974025974025973,6.890681098013213,0.0017424242424242424
LT,4,2,6.861632080883175,0.0030896103896103895,6.823161569075151,0.005245454545454545
LT,4,3,6.744588655186938,0.008405194805194804,6.638667488387137,0.0127
LT,4,4,6.439667830529151,0.02093116883116883,6.172799261989016,0.0334
LT,4,5,5.692741367042839,0.06396493506493507,5.0772637039242365,0.1108
LT,4,6,4.179249029345327,0.20296363636363637,3.2061104468143347,0.3260454545454545
LT,4,7,2.3007710155109304,0.49653896103896106,1.5271815635941246,0.6631424242424242
LT,4,8,1.05454175772605,0.7791714285714286,0.7125457947814103,0.8627060606060606
LT,4,9,0.5303486818810562,0.9045181818181818,0.3971530158004977,0.9338666666666666
LT,4,10,0.31793162249125445,0.9505415584415584,0.2574214307783228,0.9625515151515152
LT,4,11,0.21608288895677435,0.9704246753246754,0.1841147823180213,0.976330303030303
LT,4,12,0.15946586185461514,0.9806831168831169,0.14063553177723379,0.9835242424242424
LT,4,13,0.12440786084377921,0.9863441558441558,0.11235827036427729,0.9879030303030303
LT,4,14,0.10100116280524375,0.9898155844155844,0.09279861778923959,0.9906424242424242
LT,4,15,0.08434786228874287,0.9922207792207792,0.07854170514552883,0.9927787878787879
