Script,Subject,Epoch,Train_loss,Train_accuracy,Val_loss,Val_accuracy
LT,4,1,6.9192,0.0011,6.9049,0.0015 
LT,4,2,6.9015,0.0014,6.8909,0.0016 
LT,4,3,6.8694,0.0026,6.8029,0.0039 
LT,4,4,6.5761,0.0059,5.9739,0.0188 
LT,4,5,5.4045,0.0346,4.0025,0.1733 
LT,4,6,3.5996,0.1726,1.9635,0.5459 
LT,4,7,2.0860,0.4242,0.8496,0.8031 
LT,4,8,1.2020,0.6379,0.4101,0.9014 
LT,4,9,0.7595,0.7613,0.2386,0.9403 
LT,4,10,0.5311,0.8292,0.1537,0.9627
LT,4,11,0.40154880709462354,0.8691142857142857,0.1083223690634424,0.973469696969697
LT,4,12,0.317580247051143,0.8960675324675325,0.080560287163226,0.9802333333333333
LT,4,13,0.26029401231121707,0.9141194805194806,0.06568483885321201,0.983560606060606
LT,4,14,0.21947822420144236,0.9275454545454546,0.05210936909400378,0.9872575757575758
LT,4,15,0.19078960828628247,0.9369168831168831,0.0431171841693647,0.9893787878787879
LT,4,16,0.1657348877506016,0.9449142857142857,0.03692694287253261,0.9908181818181818
LT,4,17,0.14713548039654634,0.9514090909090909,0.03219811668732401,0.9919181818181818
LT,4,18,0.13305140836503018,0.9557285714285715,0.028185048726895316,0.9929848484848485
LT,4,19,0.12030354930958771,0.9599571428571428,0.025040178675218627,0.9938303030303031
LT,4,20,0.1096066701920195,0.9634987012987013,0.0228789339246313,0.9941636363636364
