Script,Subject,Epoch,Train_loss,Train_accuracy,Val_loss,Val_accuracy
LT,1,1,6.9181,0.0010,6.9037,0.0012 
LT,1,2,6.9002,0.0014,6.8890,0.0021 
LT,1,3,6.8677,0.0022,6.7984,0.0029 
LT,1,4,6.5513,0.0052,5.9288,0.0164 
LT,1,5,5.5042,0.0265,4.3469,0.1228 
LT,1,6,3.9769,0.1268,2.3697,0.4641 
LT,1,7,2.4270,0.3532,1.0870,0.7463 
LT,1,8,1.4429,0.5727,0.5443,0.8700 
LT,1,9,0.9153,0.7155,0.2980,0.9290 
LT,1,10,0.6336,0.7977,0.1909,0.9542
LT,1,11,0.47137850251484226,0.8474454545454545,0.13154232707890598,0.9684303030303031
LT,1,12,0.3664739287209201,0.8802116883116883,0.09778818506578153,0.9763545454545455
LT,1,13,0.29811281814784196,0.9019584415584415,0.07715436007263082,0.9814242424242424
LT,1,14,0.24968256452447407,0.9174285714285715,0.060460438318832806,0.9856121212121212
LT,1,15,0.21360187023926477,0.9291688311688312,0.05021013875068589,0.988030303030303
LT,1,16,0.18556936832894752,0.9385636363636364,0.04244170712927977,0.989930303030303
LT,1,17,0.16471302808347074,0.9451883116883116,0.03617894408278957,0.9911666666666666
LT,1,18,0.14696124193778673,0.951074025974026,0.03133495138294882,0.9925242424242424
LT,1,19,0.13259883872027714,0.9557987012987013,0.027203482449492156,0.9936151515151516
LT,1,20,0.11990434914875728,0.960151948051948,0.02510258573947023,0.9941090909090909
